Review-Body,label
super very good niceee,1
phn not in condition battery life was damage and camera quality poor,1
best in class and price,1
good,1
the media could not be loaded,1
nicee,1
good package at this price range,1
android nahi hangroid h lete hi,1
best product,1
nice mobile in average budget,1
got it for my mother,1
amazing,1
camera quality very very poor don,1
the media could not be loaded,1
the media could not be loaded,1
superb quality of camera,1
redmi mobile phone is best product,1
all ficher best,1
pasand ke layak kuch v nahi hai look ko chodkar,1
the media could not be loaded,1
nice quality,1
nice,1
worest camera i have ever used,1
very good phone,1
nice,1
good service,1
well,1
hang karta hai yeh phone bahut hi jayda ek app ke baad dusri app open kar lo tho itna slow chalta hai,1
camera quality is very bad,1
mobile camera very good as we investment,1
good,1
i want in built call recorder phone in this price of redmi,1
camera is very wrost quality,1
worst phone in this category,1
achcha nahin hai canera,1
amazing phone,1
budget friendly,1
mobile devices can easily high the temperature and device become hot,1
totally worstevery feature very bad qualityplease don,1
seriously saying this is the waste of money don,1
pathetic camera quality,1
camera is worst,1
mobile aacha hai,1
don,1
product is very bad behave than play instagram videos,1
battery life good camera not good,1
good pricevalue for money,1
the media could not be loaded,1
all xiaomi and redmi phones network week problem,1
camera very bad never excepted realme,1
otg didn,1
good product,1
mobile looks a rich look but quality of camera not good,1
photo zoom karne se photo achha nhi ata hi,1
fingerprint sensor is very goodbattery life is goodcamera quality is so,1
this is ever worst phone i had bought,1
poor camera quality im not recommed to buy overall weste money,1
hanging problem,1
this smartphone is very good,1
perfect,1
good,1
seth tt,1
nice,1
good,1
value for money,1
ok ok value for money,1
all in one,1
good,1
thanks a lot,1
best products,1
osm,1
awesome cellfone,1
super,1
better life,1
best mobile best price,1
nice,1
i like all the feature if we compare with other brands means redmi is better than them,1
battery,1
the camera quality is very very bad don,1
good quality,1
good,1
slow phone even my,1
i like this phone,1
it,1
good,1
cool,1
not for gaming,1
amazing phone under,1
super mobile,1
its too heavy to carry and not easy to use mobile,1
phone camera is bestexternal memory card tray also availablephone is very fastbest phone under,1
nice phone in this price range,1
nice,1
very good phone battery is very good and look is pretty awesome and camera quality is very very good i like it so much,1
good,1
i purchased ithis phone i found battery is heating and camera was blur i complained to customer care technician came found defect in product but amazon refused refund or replacement,1
colour is not like pictures it is totally change,1
good but not best,1
i purchased this phone on,1
coat efficient and good quality but neglecting oxygen os is a quiet insufficient for oneplus users but looks pretty good,1
camera good bettery power not good app,1
mobile works like a charm,1
really liked the display that one plus offers with optical fingerprint reader under this price bracket,1
when i ordered this phone,1
good,1
super fast charging n good camera view n super fluid display and good lookingin budget smart phone for buying,1
quality is ok,1
camera class hai mast aur oneplus ki branding bohat hard,1
i got phone today,1
mobile getting heat,1
good performance in all aspects like camera,1
finger print reader or camera quality very good but battery backup low,1
it is roadside product with dusty display,1
product not good defactive atom received and replace service not good not satisfied in amazon services bz very bad experience about oneplus,1
one plus has lots of heating issue and bluetooth connectivity problem with battery problem and many more,1
good speed and storage capacity,1
the media could not be loaded,1
good phone in this price segment,1
excellent phone,1
right of the box,1
i just liked the no cost emi,1
good phone with average spec,1
this mobile is just awesome,1
battery backup is good,1
camera is worst,1
nice phone,1
good mobile,1
very good phone,1
amazing,1
its worst phone ever its getting blast every where,1
it is an extremely good phone for day,1
good battery life,1
i was looking for a phone below,1
performance is very slow,1
this is a good phone but battery is not fast charging support and camera is ok ok,1
this is the second time we are purchasing this phone,1
very nice mobile,1
nothing,1
the product claims to be,1
battery life good,1
good,1
absolutely horrible phone brought it when it was released,1
battary,1
one of the worst mobile i have never before don,1
if you want to buy a good one don,1
good but the camera is average,1
use jarur lijiye badhiya hai,1
value for money,1
this is my device in picture,1
very nice phone,1
as always,1
got this within,1
very cheap mobile phone,1
awesome features in this upgraded one plus nord ce,1
camera quality in,1
awesome,1
good mobile phone on,1
look wise goood performance best cameras best overall product good nice r p m best this price point g ood,1
if you purchased this type of one plus brand within a budget then it,1
awesome look and best video quality,1
it,1
waste of cost,1
if you want features on paper then buy redmi or realme but if you want a smooth experience the there is nothing better than oneplus,1
the fingerprint reader is accurate,1
good phone and slim set overall good,1
very good phone and works perfectly,1
before i have purchase,1
